arxiv_id,chunk_id,title,prose_ratio,chars,text
2304.14131v2,2304.14131v2:27718-29536,TempEE: Temporal-Spatial Parallel Transformer for ,0.691,1818,"∗3602 ∗(23 + 4 ∗3) + 2 ∗3 ∗3602 Pg′=2 22 ∗(3 + 3602) (18) = 25, 202, 599, 200, This means that our MSTA pays only a quarter of the computational cost of the con"
2304.14131v2,2304.14131v2:29537-31878,TempEE: Temporal-Spatial Parallel Transformer for ,0.808,2341,"which serves as the training and validation dataset, following a ratio of 9:1 for proper training. The second set consists of radar echo images solely from the "
2304.14131v2,2304.14131v2:31879-34133,TempEE: Temporal-Spatial Parallel Transformer for ,0.792,2254,"optimizer along with the WarmUp mechanism to avoid setting an excessively high initial learning rate, which could result in unstable training. The WarmUp mechan"
2304.14131v2,2304.14131v2:34134-36214,TempEE: Temporal-Spatial Parallel Transformer for ,0.766,2080,"expressed in decibels (dB), and a larger value indicates better image quality. The Structural Similarity Index (SSIM) measures the similarity between two images"
2304.14131v2,2304.14131v2:36215-38141,TempEE: Temporal-Spatial Parallel Transformer for ,0.61,1926,= 1 4.4 Performance Evaluation Metric Q X m X L = 1 Q · mn i=0 T =0 PNSR = 10 log10 where MAXI is 255 in our experiments. where µx and µy are the means of x and
2304.14131v2,2304.14131v2:38142-40138,TempEE: Temporal-Spatial Parallel Transformer for ,0.717,1996,"metrics on temporal-spatial image generation, and ↑and ↓represent the higher/lower the metric, the better/poorer the performance, the Bold means the optimal. Mo"
2304.14131v2,2304.14131v2:40139-42079,TempEE: Temporal-Spatial Parallel Transformer for ,0.629,1940,"30 mm/h, and 40 mm/h in Fig.9, Fig.10, Fig.11, Fig.12, and Fig.13, respectively. Our analysis indicates that: (1) TempEE outperforms baseline models across diff"
2304.14131v2,2304.14131v2:42080-43509,TempEE: Temporal-Spatial Parallel Transformer for ,0.309,1429,0.061 0.240 CMS 0.524 0.466 0.282 0.084 0.051 0.271 0.411 0.391 0.272 0.119 0.049 0.248 MIM 0.521 0.45 0.276 0.086 0.054 0.277 0.419 0.400 0.246 0.077 0.069 0.2
2304.14131v2,2304.14131v2:43510-45901,TempEE: Temporal-Spatial Parallel Transformer for ,0.848,2391,metrics when τ = 20. Qualitative Performance Evaluation of Perception Forecasting The quality of radar echo images is vital for precipitation forecasters to obt
2304.14131v2,2304.14131v2:45902-48314,TempEE: Temporal-Spatial Parallel Transformer for ,0.842,2412,"points below. Overall, the TempEE model performs better than the Baseline model in terms of capturing the finer details of the radar echo distribution and the r"
2304.14131v2,2304.14131v2:48315-50283,TempEE: Temporal-Spatial Parallel Transformer for ,0.69,1968,"robust over time, ensuring reliable analysis of long-term data. Collectively, these features make TempEE a valuable tool for studying echo characteristics in va"
2304.14131v2,2304.14131v2:50284-52206,TempEE: Temporal-Spatial Parallel Transformer for ,0.666,1922,1.687 w w/o w w/o 30.10 0.767 46.65 1.556 w w w/o w 28.70 0.758 61.23 1.785 TempEE The ablation experiment assessed the performance metrics of TempEE based on i
2304.14131v2,2304.14131v2:52207-54203,TempEE: Temporal-Spatial Parallel Transformer for ,0.684,1996,which depicts the dense and non-stationary process of echo motion with varying degrees of echo generation and extinction. The numerical comparison about perform
2304.14131v2,2304.14131v2:54204-56557,TempEE: Temporal-Spatial Parallel Transformer for ,0.776,2353,"novel radar echo extrapolation model named TempEE, providing reliable and precise analytical support for precipitation forecasting by extrapolating radar echoes"
2304.14131v2,2304.14131v2:56558-57461,TempEE: Temporal-Spatial Parallel Transformer for ,0.104,903,Average τ = 5 τ = 10 τ = 20 τ = 30 τ = 40 Average TempEE 0.861 0.849 0.719 0.588 0.54 0.711 0.822 0.746 0.699 0.579 0.534 0.676 w/o TE w SE w MSTA w/o MHSA 0.79
2306.12873v3,2306.12873v3:0-1944,FuXi: A cascade machine learning forecasting syste,0.706,1944,"arXiv:2306.12873v3 [physics.ao-ph] 20 Oct 2023 FuXi: A cascade machine learning forecasting system for 15-day global weather forecast Lei Chen1†, Xiaohui Zhong1"
2306.12873v3,2306.12873v3:1945-4307,FuXi: A cascade machine learning forecasting syste,0.778,2362,spatial resolution of 0.25°. FuXi is developed using 39 years of the ECMWF ERA5 reanalysis dataset. The performance evaluation demonstrates that FuXi has foreca
2306.12873v3,2306.12873v3:4308-6453,FuXi: A cascade machine learning forecasting syste,0.711,2145,"capacity. Prior to the upgrade, the EPS ran at a lower spatial resolution of 18 km and had fewer vertical levels of 91, due to the substantial computational dem"
2306.12873v3,2306.12873v3:6454-8574,FuXi: A cascade machine learning forecasting syste,0.721,2120,"As a remarkable breakthrough, the FourCastNet model [12] is the first of its kind to provide high-resolution global weather forecasts of 0.25◦for a time period "
2306.12873v3,2306.12873v3:8575-10857,FuXi: A cascade machine learning forecasting syste,0.77,2282,"to be trained for each lead time. The FourCastNet [12] model underwent two training phases: pre-training, in which the model is optimized to map one time step t"
2306.12873v3,2306.12873v3:10858-13047,FuXi: A cascade machine learning forecasting syste,0.749,2189,"weather forecasts for 15 days that have performance comparable to ECMWF EM. However, since a single model has been shown to be incapable of achieving optimal fo"
2306.12873v3,2306.12873v3:13048-15188,FuXi: A cascade machine learning forecasting syste,0.635,2140,"We propose a novel cascade ML model architecture for weather forecasting, which aims to reduce accumulation errors. • FuXi achieves comparable performance to EC"
2306.12873v3,2306.12873v3:15189-17288,FuXi: A cascade machine learning forecasting syste,0.683,2099,"MSL They represent geopotential, relative humidity, temperature, u component of wind, v component of wind, 6-hourly total precipitation, and mean sea-level pres"
2306.12873v3,2306.12873v3:17289-19500,FuXi: A cascade machine learning forecasting syste,0.763,2211,"This loss is similar to the cost function applied in the four-dimensional variational data assimilation (4D-Var) method, which aims to identify the initial weat"
2306.12873v3,2306.12873v3:19501-21696,FuXi: A cascade machine learning forecasting syste,0.729,2195,"dimension reduction to C×180×360 through joint space-time cube embedding, where C is the number of channels, and is set to be 1536). The primary purpose of cube"
2306.12873v3,2306.12873v3:21697-23942,FuXi: A cascade machine learning forecasting syste,0.733,2245,was proposed as a solution [24] to improve computational efficiency by limiting computation of self-attention only within the non-overlapping local windows. Bes
2306.12873v3,2306.12873v3:23943-26106,FuXi: A cascade machine learning forecasting syste,0.709,2163,"known as Up Block in Figure 1, has the same residual block as used in the Down Block, along with a 2D transposed convolution [31] with a kernel of 2 and a strid"
2306.12873v3,2306.12873v3:26107-28059,FuXi: A cascade machine learning forecasting syste,0.686,1952,"precision, and gradient check-pointing [37] are applied to reduce memory costs during model training. 3.3.2 Fine-tuning cascaded models After pre-training, the "
2306.12873v3,2306.12873v3:28060-29840,FuXi: A cascade machine learning forecasting syste,0.571,1780,"an inherently uncertain due to the chaotic nature of the weather system [38]. To address this uncertainty, ensemble forecasting is necessary, particularly for l"
2306.12873v3,2306.12873v3:29841-31707,FuXi: A cascade machine learning forecasting syste,0.635,1866,")2 12 FuXi: 15-day global weather forecasts baseline B calculated as (RMSEA −RMSEB)/RMSEB, and the normalized ACC difference represented by (ACCA −ACCB)/(1 −ACC"
2306.12873v3,2306.12873v3:31708-33713,FuXi: A cascade machine learning forecasting syste,0.755,2005,"performance, the study uses the 2018 data and selects two daily initialization times (00:00 UTC and 12:00 UTC) to produce 6-hourly forecasts for 15 days. 4.1 De"
2306.12873v3,2306.12873v3:33714-35829,FuXi: A cascade machine learning forecasting syste,0.749,2115,"series of the globally-averaged latitude-weighted ACC and RMSE of ECMWF EM, FuXi, and FuXi EM, as well as the corresponding normalized differences in ACC and RM"
2306.12873v3,2306.12873v3:35830-37949,FuXi: A cascade machine learning forecasting syste,0.804,2119,"using testing data from 2018. FuXi and FuXi EM is evaluated against the ERA5 reanalysis dataset, and ECMWF ensemble is evaluated against ENS-fc0. Figure 4 illus"
2306.12873v3,2306.12873v3:37950-40119,FuXi: A cascade machine learning forecasting syste,0.81,2169,"metrics between the FuXi ensemble and the ECMWF ensemble. Figure 5 illustrates the time series of the CRPS, globally-averaged latitude-weighted Spread and SSR f"
2306.12873v3,2306.12873v3:40120-42423,FuXi: A cascade machine learning forecasting syste,0.777,2303,"weather prediction models in weather forecasting due to the difficulty in reducing accumulation error. Recently, ML-based weather forecasting systems have witne"
2306.12873v3,2306.12873v3:42424-44536,FuXi: A cascade machine learning forecasting syste,0.761,2112,"forecasting remains a challenge and is considered as a ”predictability desert” [48]. Unlike medium-range weather forecasting, which can utilize deterministic me"
2306.12873v3,2306.12873v3:44537-46730,FuXi: A cascade machine learning forecasting syste,0.803,2193,"[50]. The aforementioned Google Drive folder contains the FuXi model, code, and sample input data, which can be accessed by individuals with the provided link. "
2306.12873v3,2306.12873v3:46731-47630,FuXi: A cascade machine learning forecasting syste,0.654,899,"Skillful forecast lead time comparison Figure B.2 compares the skillful forecast lead time of ECMWF HRES, Graphcast, and FuXi for 4 surface variables: MSL, T2M,"
2308.04460v1,2308.04460v1:0-2126,The Compatibility between the Pangu Weather Foreca,0.755,2126,"The Compatibility between the Pangu Weather Forecasting Model and Meteorological Operational Data Wencong Cheng1, Yan Yan1, Jiangjiang Xia2, Qi Liu2, Chang Qu2,"
2308.04460v1,2308.04460v1:2127-4480,The Compatibility between the Pangu Weather Foreca,0.792,2353,"et al., 2023a), and Fudan University's ""FuXi"" model (Chen et al., 2023b). The forecast results of these models, according to their claims in the papers, have re"
2308.04460v1,2308.04460v1:4481-6834,The Compatibility between the Pangu Weather Foreca,0.817,2353,"resources and data assimilation conditions, there are limited institutions capable of producing global NWP products by assimilating global data. Many institutio"
2308.04460v1,2308.04460v1:6835-8994,The Compatibility between the Pangu Weather Foreca,0.763,2159,"other under the same dataset and evaluation criteria, promoting the development of MWMs. Additionally, their work, along with Weyn et al. (2020), also presented"
2308.04460v1,2308.04460v1:8995-11247,The Compatibility between the Pangu Weather Foreca,0.78,2252,operational analyses of different NWP systems as inputs for the MWMs to assess if the outputs can still be comparable or surpass the performance of correspondin
2308.04460v1,2308.04460v1:11248-13373,The Compatibility between the Pangu Weather Foreca,0.701,2125,of the United States. It utilizes the FV3 (Finite Volume Cubed 3) model with a horizontal resolution of approximately 13 km (0.125° latitude/longitude) and cons
2308.04460v1,2308.04460v1:13374-15429,The Compatibility between the Pangu Weather Foreca,0.734,2055,"Latitudeweighted Root Mean Square Error (RMSE, lower is better) and latitude-weighted Anomaly Correlation Coefficient (ACC, higher is better, Jolliffe and Steph"
2308.04460v1,2308.04460v1:15430-17577,The Compatibility between the Pangu Weather Foreca,0.839,2147,data for the forecast time (00h UTC on June 9). The second column and third column indicate the forecasts for the 72 hour lead time (00h UTC on June 9) using th
2308.04460v1,2308.04460v1:17578-19721,The Compatibility between the Pangu Weather Foreca,0.76,2143,"whether the operational analyses of different NWP systems can be applicable to the large MWMs and achieve forecasting performance comparable to, or even surpass"
2308.04460v1,2308.04460v1:19722-22013,The Compatibility between the Pangu Weather Foreca,0.844,2291,"11 to 19, the first column depicts the comparison between the ECMWF-IFS and NOAA-GFS for the East Asia region. Results show that the forecasts from ECMWF-IFS ou"
2308.04460v1,2308.04460v1:22014-24243,The Compatibility between the Pangu Weather Foreca,0.769,2229,"12. Same as Figure 11, but for T2. Figure 13. Same as Figure 11, but for U10. Figure 14. Same as Figure 11, but for V10. Figure 15. Same as Figure 11, but for Q"
2308.04460v1,2308.04460v1:24244-25961,The Compatibility between the Pangu Weather Foreca,0.682,1717,"longer periods. Additionally, as other data-driven weather forecast models do not currently share the inference interfaces, we will further follow up on testing"
2308.04460v1,2308.04460v1:25962-26343,The Compatibility between the Pangu Weather Foreca,0.548,381,"2023. Figure A3.2 Same as Figure A3.1, but for T2. Figure A3.3 Same as Figure A3.1, but for U10. Figure A3.4 Same as Figure A3.1, but for V10. Figure A3.5 Same "
2308.15560v2,2308.15560v2:0-2120,WeatherBench 2: A benchmark for the next generatio,0.715,2120,"WeatherBench 2: A benchmark for the next generation of data-driven global weather models Stephan Rasp1,*, Stephan Hoyer1, Alexander Merose1, Ian Langmore1, Pete"
2308.15560v2,2308.15560v2:2121-4402,WeatherBench 2: A benchmark for the next generatio,0.759,2281,they serve researchers as tools to better understand the atmosphere. Current NWP models are based on discretizations of the governing equations describing fluid
2308.15560v2,2308.15560v2:4403-6453,WeatherBench 2: A benchmark for the next generatio,0.646,2050,"(Rasp et al., 2020, from here on called WB1), a benchmark for global, medium-range weather prediction. The goal of WB1 was to provide a common, reproducible fra"
2308.15560v2,2308.15560v2:6454-8647,WeatherBench 2: A benchmark for the next generatio,0.735,2193,"different variation of vision transformers at equally high-resolution, obtained deterministic metrics that outperform HRES. Shortly after, GraphCast (Lam et al."
2308.15560v2,2308.15560v2:8648-11063,WeatherBench 2: A benchmark for the next generatio,0.722,2415,"serve as concise summaries but are only the tip of the iceberg. In addition to quantitative scores, feedback is also be collected from in-house experts and end "
2308.15560v2,2308.15560v2:11064-13401,WeatherBench 2: A benchmark for the next generatio,0.778,2337,over operational initial conditions (more details in Section 6.2). Another priority of WB2 is to emphasize the importance of probabilistic prediction. Weather f
2308.15560v2,2308.15560v2:13402-15425,WeatherBench 2: A benchmark for the next generatio,0.631,2023,"detailed evaluation in the future, driven either by us or community contributors. 3 Data, baselines and data-driven models Most of the datasets below are availa"
2308.15560v2,2308.15560v2:15426-17331,WeatherBench 2: A benchmark for the next generatio,0.672,1905,(19792019) 4 weeks; 32 TPU v4 ∼1 minute; single TPU FuXi Forecast ERA5 0.25◦ 13 ERA5 (19792017) ∼8 days; 8 A100 GPUs SphericalCNN Forecast ERA5 1.4x0.7◦ 7 ERA5 
2308.15560v2,2308.15560v2:17332-19468,WeatherBench 2: A benchmark for the next generatio,0.734,2136,"For WB2, we chose to evaluate forecasts initialized at 00/12UTC. The main reasons for this are that some key baselines (IFS ENS and the ERA5 forecasts) were onl"
2308.15560v2,2308.15560v2:19469-21717,WeatherBench 2: A benchmark for the next generatio,0.732,2248,"an ensemble member, this time without smoothing. Note that a 30 year climatology will include some climate drift, especially for temperature. Here, we do not ap"
2308.15560v2,2308.15560v2:21718-23911,WeatherBench 2: A benchmark for the next generatio,0.765,2193,during the early lead times and becomes smaller at longer lead times. See Fig. S2 for a comparison. Note that for some 6 variables like 2m temperature differenc
2308.15560v2,2308.15560v2:23912-25967,WeatherBench 2: A benchmark for the next generatio,0.651,2055,"are initialized at 00 and 12 UTC and run out to 15 days. 3.4.1 IFS ENS Mean We also include the IFS ENS mean as a baseline, which we computed by simply averagin"
2308.15560v2,2308.15560v2:25968-27962,WeatherBench 2: A benchmark for the next generatio,0.676,1994,then a 1h forecast. The maximum lead time for the data used here is 7 days. Inference code for Pangu-Weather can be found at https://github.com/198808xc/Pangu-W
2308.15560v2,2308.15560v2:27963-30141,WeatherBench 2: A benchmark for the next generatio,0.694,2178,"(NeuralGCM) (Kochkov et al., 2023) combine a differential dynamical core with learned physics. NeuralGCM has been trained in a high-resolution deterministic 8 S"
2308.15560v2,2308.15560v2:30142-32592,WeatherBench 2: A benchmark for the next generatio,0.789,2450,We compared this to evaluating only forecast lead times that are valid in 2020 but the difference in the scores was negligible. The evaluation time step can be 
2308.15560v2,2308.15560v2:32593-34351,WeatherBench 2: A benchmark for the next generatio,0.585,1758,at the poles have a much smaller area compared to grid cells at the equator. Weighing all cells equally would result in an inordinate bias towards the polar reg
2308.15560v2,2308.15560v2:34352-36292,WeatherBench 2: A benchmark for the next generatio,0.635,1940,value falls below 0.6 it is considered that the positioning of synoptic scale features ceases to have value for forecasting purposes” (https://confluence.ecmwf.
2308.15560v2,2308.15560v2:36293-38172,WeatherBench 2: A benchmark for the next generatio,0.627,1879,"−ot,i,j) (6) J X w(i)Bias2 l,i,j (7) j for computing a smooth climatology described in Section 3.2. This differs from most other SEEPS computations which uses m"
2308.15560v2,2308.15560v2:38173-39758,WeatherBench 2: A benchmark for the next generatio,0.471,1585,"components. We also take advantage of M ≥2 predictions {f(1), . . . , f(M)}. Setting ∥f(m) −o∥t,l − 1 2M(M −1) This is the time average of unbiased (conditional"
2308.15560v2,2308.15560v2:39759-41567,WeatherBench 2: A benchmark for the next generatio,0.607,1808,7.7.2). We plan to include those in WB2 soon. 4.5 Energy Spectra Zonal spectral energy along lines of constant latitude is computed as a function of wavenumber 
2308.15560v2,2308.15560v2:41568-43742,WeatherBench 2: A benchmark for the next generatio,0.775,2174,Wind vector/speed WV/WS850 RMSE (WV) CRPS (WS) Surface variables 2m Temperature T2M RMSE CRPS 10m Wind speed WS10 RMSE CRPS Mean sea level pressure MSLP RMSE CR
2308.15560v2,2308.15560v2:43743-45883,WeatherBench 2: A benchmark for the next generatio,0.744,2140,"ENS (mean) roughly matches the IFS ENS (mean) scores on RMSE. It is also noticeable, especially in the plots relative to IFS HRES, that the scores for the datad"
2308.15560v2,2308.15560v2:45884-48154,WeatherBench 2: A benchmark for the next generatio,0.825,2270,yet) do not show this large initial error. The precipitation verification using the SEEPS score shows that IFS HRES is the most skillful model with the “blurrie
2308.15560v2,2308.15560v2:48155-50290,WeatherBench 2: A benchmark for the next generatio,0.745,2135,"below normal (Rodwell et al., 2013). Interestingly, some bust cases are shared between the physical and AI models (e.g. around March 19) while for others AI mod"
2308.15560v2,2308.15560v2:50291-52485,WeatherBench 2: A benchmark for the next generatio,0.757,2194,omitted. 22 Figure 9: Global RMSB for the headline variables for the year 2020. For Z500 and MSLP the climatological bias is comparatively large and is not show
2308.15560v2,2308.15560v2:52486-54640,WeatherBench 2: A benchmark for the next generatio,0.783,2154,"optimization windows. In other words, these models tend to optimize their blurring for those time ranges. The ensemble mean continues to become blurrier resulti"
2308.15560v2,2308.15560v2:54641-56974,WeatherBench 2: A benchmark for the next generatio,0.775,2333,skill in predicting the evolution and track of the hurricane up to 5 days in advance with the timing and location of landfall on August 8 almost perfectly forec
2308.15560v2,2308.15560v2:56975-59292,WeatherBench 2: A benchmark for the next generatio,0.761,2317,"second, station data comes in varying quality and requires careful quality control; and third, station data suffers from representativeness issues; that is, the"
2308.15560v2,2308.15560v2:59293-61653,WeatherBench 2: A benchmark for the next generatio,0.794,2360,"with time, this will lead models to “hedge their bets” by predicting the mean of the potential forecast distribution. In a non-linear, high-dimensional system s"
2308.15560v2,2308.15560v2:61654-63894,WeatherBench 2: A benchmark for the next generatio,0.717,2240,"more useful forecast. Weather forecasting is a very high-dimensional problem, which means that there won’t be a single metric to determine forecast quality. Rat"
2308.15560v2,2308.15560v2:63895-65271,WeatherBench 2: A benchmark for the next generatio,0.728,1376,a dynamic framework that will be updated with new metrics and models as this area of research evolves. Several possible extensions have already been discussed i
2310.16071v1,2310.16071v1:0-2392,Grid Frequency Forecasting in University Campuses ,0.837,2392,Grid Frequency Forecas0ng in University Campuses using Convolu0onal LSTM Aneesh Sathe1 • Wen-Ren Yang2 Abstract The modern power grid is facing increasing compl
2310.16071v1,2310.16071v1:2393-4836,Grid Frequency Forecasting in University Campuses ,0.861,2443,essentially measures how quickly alternating current (AC) electricity oscillates back and forth. This frequency is tightly regulated to ensure that it remains w
2310.16071v1,2310.16071v1:4837-7325,Grid Frequency Forecasting in University Campuses ,0.87,2488,"has significant implications for grid stability and cost savings. Importantly, the study extends the methodology's applicability, making it adaptable to various"
2310.16071v1,2310.16071v1:7326-9604,Grid Frequency Forecasting in University Campuses ,0.8,2278,"sophistication of the approach. Simulations demonstrate the ViT-based FSP's superiority, positioning it as a state-of-the-art solution for safeguarding power gr"
2310.16071v1,2310.16071v1:9605-12088,Grid Frequency Forecasting in University Campuses ,0.849,2483,"frequency, overcoming the challenge of non-uniform data collection. Subsequently, data normalization is applied, and feature engineering is performed to select "
2310.16071v1,2310.16071v1:12089-14078,Grid Frequency Forecasting in University Campuses ,0.603,1989,"the Input Gate (i!), and the Output Gate (O!). These gates play a central role in regulating information flow and memory management within the LSTM. Alongside t"
2310.16071v1,2310.16071v1:14079-16431,Grid Frequency Forecasting in University Campuses ,0.746,2352,appending zeros to the edges of the input sequence before the convolution operation. This practice preserves the spatial size of the feature map and helps allev
2310.16071v1,2310.16071v1:16433-18779,Grid Frequency Forecasting in University Campuses ,0.806,2346,"Initially, the raw data is resampled to achieve a consistent sampling interval of one minute. This resampling process ensures that each of the individual buildi"
2310.16071v1,2310.16071v1:18780-20996,Grid Frequency Forecasting in University Campuses ,0.715,2216,"features (including Ia, Ib, Ic, Va, Vb, Vc, PF, and Frequency) from previous timesteps [tn-1, tnTable 4 Model Specifications Model Architecture ConvLSTM A ConvL"
2310.16071v1,2310.16071v1:20997-23077,Grid Frequency Forecasting in University Campuses ,0.679,2080,during training. 6 Results The trained ConvLSTM Models are evaluated using Mean Square Error (MSE) Loss and Mean Absolute Error (MAE) Loss. The Train-Test Loss 
2310.16071v1,2310.16071v1:23078-24355,Grid Frequency Forecasting in University Campuses ,0.71,1277,to obtain predictions. A weighted-average (Table 5) of these predictions is taken and used as an Ensemble Prediction for the entire campus. Table 6 Model Evalua
2310.19822v1,2310.19822v1:0-2034,FuXi-Extreme: Improving extreme rainfall and wind ,0.737,2034,"arXiv:2310.19822v1 [cs.LG] 25 Oct 2023 FuXi-Extreme: Improving extreme rainfall and wind forecasts with diffusion model Xiaohui Zhong1†, Lei Chen1†, Jun Liu1, C"
2310.19822v1,2310.19822v1:2035-4280,FuXi-Extreme: Improving extreme rainfall and wind ,0.804,2245,"intensity of extreme weather events, including heavy rainfall and strong winds, which have significant negative impacts on human society [1, 2]. A comprehensive"
2310.19822v1,2310.19822v1:4281-6479,FuXi-Extreme: Improving extreme rainfall and wind ,0.726,2198,"as the lead time increases, resulting in the underestimation of extreme weather event intensity [11, 12]. Diffusion models [13–16] have recently attracted consi"
2310.19822v1,2310.19822v1:6480-8611,FuXi-Extreme: Improving extreme rainfall and wind ,0.749,2131,"is also used in evaluating forecast performances of ECMWF HRES, FuXi, and FuXi-Extreme. 2.2 Tropical cyclone dataset We conducted assessments of TC forecasts us"
2310.19822v1,2310.19822v1:8612-10667,FuXi-Extreme: Improving extreme rainfall and wind ,0.723,2055,"constructed with a downsampling block, 48 repeated Swin Transformer V2 [23] blocks, and an upsampling block, designed for processing the embedded data; and a fu"
2310.19822v1,2310.19822v1:10668-12362,FuXi-Extreme: Improving extreme rainfall and wind ,0.617,1694,"Instead, q(Xt−1|Xt) is approximated with a parameterized model, pθ. Since q(Xt−1|Xt) is Gaussian, pθ is also Guassian for sufficiently small βt, and the paramet"
2310.19822v1,2310.19822v1:12363-14258,FuXi-Extreme: Improving extreme rainfall and wind ,0.633,1895,"of employing the ϵ-prediction approach, we predict the original targets Xk directly, following [29]. The model works as a denoising function, and is trained usi"
2310.19822v1,2310.19822v1:14259-16360,FuXi-Extreme: Improving extreme rainfall and wind ,0.691,2101,"Sir Francis Beaufort in 1805, which relates wind speed to observed conditions at sea or on land. These wind speed thresholds are set at 13.9, 17.2, 20.8, 24.5, "
2310.19822v1,2310.19822v1:16361-18516,FuXi-Extreme: Improving extreme rainfall and wind ,0.721,2155,"geographical locations. For instance, such an event would be considered as extreme in the arid Saharan Desert but not in Big Bog, Hawaii, one of the rainiest pl"
2310.19822v1,2310.19822v1:18517-20762,FuXi-Extreme: Improving extreme rainfall and wind ,0.746,2245,445 km radius of this estimate. It then seeks the candidate minima closest to the current estimate in distance that meet all three conditions outlined in Table 
2310.19822v1,2310.19822v1:20763-22834,FuXi-Extreme: Improving extreme rainfall and wind ,0.78,2071,"amplifies significantly for more extreme values. Additionally, the CSI values of FuXi and FuXi-Extreme closely align at the beginning of the forecast, with FuXi"
2310.19822v1,2310.19822v1:22836-24971,FuXi-Extreme: Improving extreme rainfall and wind ,0.778,2135,"10 FuXi-Extreme Fig. 2: Comparison of CSI of the HRES (light red lines), FuXi (light blue lines), and FuXi-Extreme (light purple lines) of TP (left column) and "
2310.19822v1,2310.19822v1:24972-27062,FuXi-Extreme: Improving extreme rainfall and wind ,0.738,2090,"FuXi and FuXi-Extreme show negligible difference in track errors, as FuXi-Extreme essentially functions as an enhanced version of FuXi, designed for surface-lev"
2310.19822v1,2310.19822v1:27063-28722,FuXi-Extreme: Improving extreme rainfall and wind ,0.469,1659,"training ML-based weather forecast models to enhance forecast performance [40]. 14 FuXi-Extreme Table 2: List of TC names, their initialization times (in UTC), "
2310.19822v1,2310.19822v1:28723-30928,FuXi-Extreme: Improving extreme rainfall and wind ,0.794,2205,"for MSL (second column) and WS10 (third column) in TC intensity forecasts for three models, such as HRES (light red lines), FuXi (light blue lines), and FuXi-Ex"
2310.19822v1,2310.19822v1:30929-33195,FuXi-Extreme: Improving extreme rainfall and wind ,0.759,2266,"designated as the second version of FuXi, which will incorporate a broader range of weather parameters. Another aspect that needs improvement is wind speed fore"
2310.19822v1,2310.19822v1:33196-35272,FuXi-Extreme: Improving extreme rainfall and wind ,0.769,2076,at . Code Availability Statement The source code used for training and running FuXi models in this work is available at https://doi.org/10.5281/zenodo.8100201 [
2310.19822v1,2310.19822v1:35273-36139,FuXi-Extreme: Improving extreme rainfall and wind ,0.844,866,template FuXi-Extreme 25 B Overall statistical performance Figure B.4 shows the time series of the globally-averaged latitude-weighted RMSE and ACC of ECMWF HRE
2311.03721v1,2311.03721v1:0-2394,ClimateSet: A Large-Scale Climate Model Dataset fo,0.777,2394,ClimateSet: A Large-Scale Climate Model Dataset for Machine Learning Charlotte Emilie Elektra Lange Mila Quebec AI Institute & University of Osnabrück Yaniv Gur
2311.03721v1,2311.03721v1:2395-4526,ClimateSet: A Large-Scale Climate Model Dataset fo,0.72,2131,37th Conference on Neural Information Processing Systems (NeurIPS 2023) Track on Datasets and Benchmarks. Julia Kaltenborn∗ Mila Quebec AI Institute & McGill Un
2311.03721v1,2311.03721v1:4527-6737,ClimateSet: A Large-Scale Climate Model Dataset fo,0.734,2210,"ML of leveraging massive datasets. This discrepancy may be due to the difficulty in retrieving, preprocessing, and handling climate data correctly without signi"
2311.03721v1,2311.03721v1:6738-9095,ClimateSet: A Large-Scale Climate Model Dataset fo,0.782,2357,"Runge et al., 2019; Mansfield et al., 2020; Watson-Parris, 2021; Chantry et al., 2021) for a consistent, large, and ML-ready dataset has not yet been addressed "
2311.03721v1,2311.03721v1:9096-11386,ClimateSet: A Large-Scale Climate Model Dataset fo,0.743,2290,"(The 3D Earth System Model visualization was created by Boris Sakschewski, used with permission). The core dataset of ClimateSet consists of 36 climate models a"
2311.03721v1,2311.03721v1:11387-13617,ClimateSet: A Large-Scale Climate Model Dataset fo,0.724,2230,"Outputs of numerical climate models (ESMs) for SSPs: Climate variables showing different futures Figure 2: Forcing agent trajectories. Greenhouse gas (CO2, CH4)"
2311.03721v1,2311.03721v1:13618-15544,ClimateSet: A Large-Scale Climate Model Dataset fo,0.662,1926,This selection ensures that ClimateSet provides the main scenarios and is spatially and temporally high enough resolved. Extensions. The dataset can be extended
2311.03721v1,2311.03721v1:15545-16841,ClimateSet: A Large-Scale Climate Model Dataset fo,0.294,1296,Input4MIPs data 4 Climate Model Input4MIPs Files Name Publication Nominal resolution Ensemble members Historic Future ACCESS-CM2 Bi et al. (2020) 250 km 5 all-f
2311.03721v1,2311.03721v1:16842-18299,ClimateSet: A Large-Scale Climate Model Dataset fo,0.459,1457,km 3 no-fires no-fires GISS-E2-1-G Kelley et al. (2020) 250 km 36 all-fires all-fires GISS-E2-1-H Kelley et al. (2020) 250 km 10 all-fires all-fires GISS-E2-2-G
2311.03721v1,2311.03721v1:18300-20170,ClimateSet: A Large-Scale Climate Model Dataset fo,0.703,1870,"specific input files needed for a climate model. These input files provided by ClimateSet are representing the corresponding climate forcer emission fields, sep"
2311.03721v1,2311.03721v1:20171-22084,ClimateSet: A Large-Scale Climate Model Dataset fo,0.693,1913,"in on Climate Change (IPCC) (2023)). SO2 provides a cooling effect, and damages vegetation, while BC decreases the Earth’s albedo when deposited and has negativ"
